label,PostContent
0,እውነት ብለሀል ይህ ታሪክ ተመዝግቦ ይቀመጣል ወደፊት ለትውልድ ይዘከራል በዚህ አስከፊ የወረርሽኝ ወቅት በመንግት እየተደረገ ያለው ድርጊት አሳፋሪ ነው ጸሎተ ምህላውን ከንቱ የሚያደርግ ስራ በሀይማኖት አባቶችም በኩል ለምንድነው ኦሮቶዶክሱም ሙስሊሙምካቶሊኩምፕሮቴስታንቱም ሁሉም የሀይማኖት አባቶች የማያወግዙት ታዲያ እርቅ ብለው ምህላ ጸሎት መያዛቸው ምኑ ላይ ነው የእስልምና ሰበካ ጉባኤ ሀጂ ሙ
0,ወግ ወጉን ይዘህኽዋል ወያኔ አሸንፏል ያለውን ስብስብ ነው ፓርላማ ያልከው ቀልደኛ
0,አውቀህ ሞተሀል
0,መስኪ ኮሮና እያለ ሌላ አጀንዳ አነሳሽ ብሎ አንቺንም ኮሮና አሁን ላለው አመራር አሪፍ መደበቂያ አጀንዳ ሆኗል
0,ታኬ ጀግና ነውእስክንድር ወደ ቃሊቲ ገብቶ ሲመረቅ ወጥቶ ቢያየው የተሻለ ነው
0,ምንድነው እየሆነ ያለው አንድ የመንግስት ከፍተኛ ባለስልጣን ኢሜል እየላከ ሲያስፈራራ በፌስቡክ ላይ መስደብ ብቻ ነው የምንችለው ከዛ የዘለለ መፍትሄ የሚሰጠን አካል የለም ስዩሜ ለሚመለከተው የህግ አካል ማቅረብ ይኖርብሀል እሱ ግን እንደጋዳፊ እንዳንገለው ፈርቶ መቀሌ መሽጎ አያፍርም ሰው እልካለው ሲል
0,የሚገርመኝ ሌላው ቢያንስ ዱላና ሳንጃ አያነሳም እንዴ ተደራጅቶ ኦረ ጎበዝ አንተም ይዘህ መክት ዋጋ ክፈል
0,እስካሁንም በሚቆረጥልህ ዳረንጎት እኮ ትግሉን ከውስጥ ሆነህ የምታምሰው ይኼ ቀድመን መጠርጠር ያቅተን ኑሯል ብለህ ነው ምንም እንዳልተቀበለ አእንደ አዲስ አመልካች ከሀ የምትጀምር ለመምሰል የምትጋጋጠው ወናፍ የሰው ወናፍ
0,የስድብ ክፉ አቅሙን አያውቅ ይሚባለው ለአንተ አይነቶቹ ነው ሰዎች ስለሆኑ ሊሳሳቱ ቢችሉም ለብዙ አመታት ባደረጉት ትግል ማንነታቸውን እናውቀዋለን የማትመጥናቸው ሰዎች ላይ አሳማኝ ያልሆነ ትችት በመጻፍ አትድከም
0 , የጁሊ ምህረቱ ሥዕል በዓለም በከፍተኛ ገንዘብ በመሸጥ የአፍሪካ ክብረ ወሰንን ሰበረ የትውልደ ኢትዮጵያዊቷ አሜሪካዊት ጁሊ ምህረቱ የሥዕል ሥራ ዳግም የአፍሪካን የጥበብ ሥራ ክብረ ወሰን በመስበር በጨረታ በትልቅ ዋጋ የተሸጠላት አፍሪካዊት አርቲስት ሆነች ባሳለፍነው ረቡዕ ኅዳር 5/2016 ዓ.ም በኒው ዮርክ በተካሄደ ጨረታ ዎከርስ ዊዝ ዘ ዶውን ኤንድ ሞርኒንግ የተሰኘው የሥዕል ስራዋ በ10.7 ሚሊዮን ዶላር ተሽጧል ይህ በሸራ ላይ የተሳለ የጥበብ ሥራ ስያሜውን ያገኘው ላንግስተን ሂዩስ እአአ በ1920 ካሳተመው ግጥም ነው የ52 ዓመቷ ጁሊ የተወለደችው በኢትዮጵያ ሲሆን በፖለቲካዊ ምክንያት በ1970ዎቹ መጀመሪያ ላይ ከቤተሰቧ ጋር ወደ አሜሪካ አምርታለች ጁሊ ምህረቱ ትልቅ ዕድገት እያሳየ ባለው ዘመናዊ የአፍሪካ የሥነ-ጥበብ ሥራ ላይ ከፍተኛ ዝናን ካፈሩ ሰዓሊያን መካከል አንዷ ነች ጁሊ ይህን ክብረ ወሰን የሰበረውን ዎከርስ ዊዝ ዘ ዶውን ኤንደ ሞርኒንግ የተሰኘውን ሥዕሏን የሳለችው እአአ 2005 ላይ ሄሪኬን ካትሪና የተባለው ንፋስ የቀላቀለ አውሎ ንፋስ ኒው ኦርሊያንስ ከተማ ላይ ያደረሰውን ጉዳት ተከትሎ በተዘጋጀው ዐውደ ርዕይ ላይ ነበር ሥዕሉን ለመግዛት ሁለት ተጫራቾች እየተፎካከሩ ዋጋ በከፍተኛ መጠን ጨምሮ 9.5 ሚሊዮን ዶላር የደረሰ ሲሆን ሌሎች ክፍያዎች ተጨማምረው አጠቃላይ ዋጋው 10.7 ሚሊዮን ዶላር ሆኗል ጁሊ ምህረቱ በተመሳሳይ የሥዕል ሥራዋ በከፍተኛ ክፍያ በመሸጡ ቀደም ሲልም የአፍሪካ አሜሪካዊ አርቲስት ክብረ ወሰንን የያዘ ነበር ይህም ሥራዋ ባለፈው ጥቅምት ወር ላይ 9.3 ሚሊዮን ዶላር ገቢን በማስገኘቱ ነው ቀዳሚ ሆኖ የቆየው ዎከር ዊዝ ዘ ዶን ኤንደ ሞርኒንግ የተባለው እና በአሁኑ ጊዜ ከፍተኛ ክፍያ የተፈጸመበት የሥዕል ሥራዋ የተለያዩ ቀለማትን እና የሥዕል ግብዓቶችን ያካተተ መሆኑን የሥዕሉ አጫራች ሶዝቢስ ገልጿል ይህ የጁሊ የሥዕል ሥራ በዚህ ያህል ከፍተኛ ገንዘብ ለሽያጭ መብቃቱ በገበያ ላይ ተፈላጊነቱ እየጨመረ ላለው ለወቅታዊው የአፍሪካውያን የአብስትራክት ሥዕል የጥበብ ሥራ ጠንካራ ፍላጎት መኖሩን አመላካች ነው ተብሏልከዚህ ጋር ተያይዞ የሶዝቢስ የአፍሪካ ዘመናዊ እና ወቅታዊ የጥበብ ሥራዎች ክፍል ኃላፊ የሆኑት ሃናህ ኦሌሪ ባለፈው ወር አርት ለተባለው ጋዜጣ እንደተናገሩት የጥበብ ሥራዎቹ ዋጋ ከመጀመሪያ ደረጃ ከፍ ወዳለው ደረጃ እየተሸጋገሩ መሆናቸውን ገልጸው ነበር ትውልደ ኢትዮጵያዊቷ ጁሊ ምህረቱ በጥበብ ሥራዎቿ በአውሮፓ እና በአሜሪካ ከፍ ያለ ዕውቅናን ያገኘች አርቲስት ስትሆን ሥራዎቿንም በተለያዩ ታላላቅ ኤግዚቢሽኖች ስታሳይ ቆይታለች ባለፈው ዓመት አጋማሽ ላይ የጀርመኑ ታዋቂ የመኪና አምራች ኩባንያ ቢኤምደብሊው ለሕዝብ ዕይታ የሚቀርበውን ተሽከርካሪውን በጥበብ ሥራዋ እንድታስውብለት መርጧታልየቢኤምደብሊው አርት ካር በጁሊ የሥዕል ጥበብ ካጌጠ በኋላ በሚቀጥለው የፈረንጆች ዓመት በሚካሄደው ለ ሜንስ  በተባለው ውድድር ላይ ተሳታፊ ይሆናል
1 , በከፍተኛ ገንዘብ ያወታው ሰእል የትውልደ ኢትዮጵያዊቷ አሜሪካዊት ጁሊ ምህረቱ የሥዕል ሥራ  የአፍሪካን የጥበብ ሥራ ክብረ ወሰን በመስበር በጨረታ በትልቅ ዋጋ የተሸጠላት አፍሪካዊት አርቲስት ሆነች ባሳለፍነው ረቡዕ ኅዳር 5/2016 ዓ.ም በኒው ዮርክ በተካሄደ ጨረታ ዎከርስ ዊዝ ዘ ዶውን ኤንድ ሞርኒንግ የተሰኘው የሥዕል ስራዋ በ10.7 ሚሊዮን ዶላር ተሽጧል ይህ በሸራ ላይ የተሳለ የጥበብ ሥራ ስያሜውን ያገኘው ላንግስተን ሂዩስ እአአ በ1920 ካሳተመው ግጥም ነው የ52 ዓመቷ ጁሊ የተወለደችው በኢትዮጵያ ሲሆን በፖለቲካዊ ምክንያት በ1970ዎቹ መጀመሪያ ላይ ከቤተሰቧ ጋር ወደ አሜሪካ አምርታለች ጁሊ ምህረቱ ትልቅ ዕድገት እያሳየ ባለው ዘመናዊ የአፍሪካ የሥነ-ጥበብ ሥራ ላይ ከፍተኛ ዝናን ካፈሩ ሰዓሊያን መካከል አንዷ ነች ጁሊ ይህን ክብረ ወሰን የሰበረውን ዎከርስ ዊዝ ዘ ዶውን ኤንደ ሞርኒንግ የተሰኘውን ሥዕሏን የሳለችው እአአ 2005 ላይ ሄሪኬን ካትሪና የተባለው ንፋስ የቀላቀለ አውሎ ንፋስ ኒው ኦርሊያንስ ከተማ ላይ ያደረሰውን ጉዳት ተከትሎ በተዘጋጀው ዐውደ ርዕይ ላይ ነበር ሥዕሉን ለመግዛት ሁለት ተጫራቾች እየተፎካከሩ ዋጋ በከፍተኛ መጠን ጨምሮ 9.5 ሚሊዮን ዶላር የደረሰ ሲሆን ሌሎች ክፍያዎች ተጨማምረው አጠቃላይ ዋጋው 10.7 ሚሊዮን ዶላር ሆኗል ጁሊ ምህረቱ በተመሳሳይ የሥዕል ሥራዋ በከፍተኛ ክፍያ በመሸጡ ቀደም ሲልም የአፍሪካ አሜሪካዊ አርቲስት ክብረ ወሰንን የያዘ ነበር ይህም ሥራዋ ባለፈው ጥቅምት ወር ላይ 9.3 ሚሊዮን ዶላር ገቢን በማስገኘቱ ነው የመጀመሪያውን ቦታ ይዞአል  ዎከር ዊዝ ዘ ዶን ኤንደ ሞርኒንግ የተባለው እና በአሁኑ ጊዜ ከፍተኛ ክፍያ የተፈጸመበት የሥዕል ሥራዋ የተለያዩ ቀለማትን እና የሥዕል ግብዓቶችን የያዘ መሆኑን የሥዕሉ አጫራች ሶዝቢስ ገልጿል ይህ የጁሊ የሥዕል ሥራ በዚህ ያህል ከፍተኛ ገንዘብ ለሽያጭ መብቃቱ በገበያ ላይ ተፈላጊነቱ እየጨመረ ላለው ለወቅታዊው የአፍሪካውያን የአብስትራክት ሥዕል የጥበብ ሥራ ጠንካራ ፍላጎት መኖሩን አመላካች ነው ተብሏል ከዚህ ጋር ተያይዞ የሶዝቢስ የአፍሪካ ዘመናዊ እና ወቅታዊ የጥበብ ሥራዎች ክፍል ኃላፊ የሆኑት ሃናህ ኦሌሪ ባለፈው ወር አርት ለተባለው ጋዜጣ እንደተናገሩት የጥበብ ሥራዎቹ ዋጋ ከመጀመሪያ ደረጃ ከፍ ወዳለው ደረጃ እየተሸጋገሩ መሆናቸውን ገልጸው ነበር ትውልደ ኢትዮጵያዊቷ ጁሊ ምህረቱ በጥበብ ሥራዎቿ በአውሮፓ እና በአሜሪካ ከፍ ያለ ዕውቅናን ያገኘች አርቲስት ስትሆን ሥራዎቿንም በተለያዩ ታላላቅ ኤግዚቢሽኖች ስታሳይ ቆይታለች ባለፈው ዓመት አጋማሽ ላይ የጀርመኑ ታዋቂ የመኪና አምራች ኩባንያ ቢኤምደብሊው ለሕዝብ ዕይታ የሚቀርበውን ተሽከርካሪውን በጥበብ ሥራዋ እንድታሳምርለት መርጧታል የቢኤምደብሊው አርት ካር በጁሊ የሥዕል ጥበብ ካጌጠ በኋላ በሚቀጥለው የፈረንጆች ዓመት በሚካሄደው ለ ሜንስ  በተባለው ውድድር ላይ ተሳታፊ ይሆናል
0, ሩዋንዳ የዩኬ ጥገኝነት ጠያቂዎችን ለመቀበል ተጨማሪ 100 ሚሊዮን ፓውንድ ተከፈላት የዩናይትድ ኪንግደም ዩኬ ጥገኝነት ጠያቂዎችን ተቀብላ ለማስተናገድ የተዘጋጀችው ሩዋንዳ በስምምነቱ መሠረት 100 ሚሊዮን ፓውንድ እንደተከፈላት ተገለጸ የዩኬ የአገር ውስጥ ደኅንነት ኃላፊ ሰር ማቲው ራይክሮፍት ክፍያው የተፈጸመው ባለፈው ሚያዚያ ወር እንደነበር ለፓርላማ አባላት በጻፉት ደብዳቤ አመልክተዋል ሩዋንዳ ከዚህ ክፍያ አስቀድሞ የዩኬ ጥገኝነት ጠያቂዎችን ለመቀበል 140 ሚሊዮን ፓውንድ ተከፍሏታል ሰር ማቲው ራይክሮፍት ተጨማሪ 50 ሚሊዮን ፓውንድ በቀጣዩ ዓመት ይከፈላል ተብሎ እንደሚጠበቅም ገልጸዋል ክፍያው መፈጸሙ የታወቀው የዩኬ ጠቅላይ ሚኒስትር ሪሺ ሱናክ የተጀመረውን ዕቅድ ከዳር እንደሚያደርሱ ቃል ከገቡ እና የስደት ጉዳዮች ሚኒስትሩ ሥልጣናቸውን ከለቀቁ ከሳምንት በኋላ ነው ይህ ጥገኝነት ጠያቂዎችን በሌላ አገር የማቆየት ሃሳብ እንደ አውሮፓውያኑ በ2022 በቀድሞው የዩኬ ጠቅላይ ሚኒስትር ቦሪስ ጆንሰን ይፋ የተደረገ ነው በዚህ መሠረትም የተወሰኑ ጥገኝነት ጠያቂዎች ጉዳያቸው እስከሚታይ ድረስ በሩዋንዳ የሚቆዩ ሲሆን በጀልባ ድንበሮችን አቋርጠው የሚመጡ ስደተኞችን ለመከላከል ያለመ ነው ሆኖም ይህ ዕቅድ በተደጋጋሚ በተነሱበት የሕግ ጥያቄዎች ምክንያት ተግባራዊነቱ የዘገየ ሲሆን አንድም ጥገኝነት ጠያቂ እስካሁን ከዩኬ ወደ ሩዋንዳ አልተላከም በሁለቱ አገራት መካከል በተደረሰው ስምምነት መሠረትም እስካሁን ድረስ የዩኬ መንግሥት ለዚህ ዕቅድ ቢያንስ 140 ሚሊዮን ፓውንድ ወጪ ማድረጉ ታውቋል ሰር ማቲው ቀደም ብለው ክፍያውን በተመለከቱ ያሉ አዳዲስ ጉዳዮችን እንዲያብራሩ ቢጠየቁም ሚኒስትሮች ዓመታዊ ወጪውን ይፋ ያደርጋሉ በማለት መረጃ ለመስጠት ፍቃደኛ ሳይሆኑ ቀርተዋል
1 , ሩዋንዳ የዩኬ ጥገኝነት ጠያቂዎችን ለመቀበል ተጨማሪ 100 ሚሊዮን ፓውንድ ይከፈላታል የዩናይትድ ኪንግደም ዩኬ ጥገኝነት ጠያቂዎችን ተቀብላ ለማስተናገድ የተዘጋጀችው ሩዋንዳ በስምምነቱ መሠረት 100 ሚሊዮን ፓውንድ እንደተከፈላት ተገለጸ የዩኬ የአገር ውስጥ ደኅንነት ኃላፊ ሰር ማቲው ራይክሮፍት ክፍያው የተፈጸመው ባለፈው ሚያዚያ ወር እንደነበር ለፓርላማ አባላት በጻፉት ደብዳቤ አመልክተዋል ሩዋንዳ ከዚህ ክፍያ አስቀድሞ የዩኬ ጥገኝነት ጠያቂዎችን ለመቀበል 140 ሚሊዮን ፓውንድ ተከፍሏታል ሰር ማቲው ራይክሮፍት ተጨማሪ 50 ሚሊዮን ፓውንድ በቀጣዩ ዓመት ይከፈላል ተብሎ እንደሚጠበቅም ተናግረዋል ክፍያው መፈጸሙ የታወቀው የዩኬ ጠቅላይ ሚኒስትር ሪሺ ሱናክ የተጀመረውን ዕቅድ ከዳር እንደሚያደርሱ ቃል ከገቡ እና የስደት ጉዳዮች ሚኒስትሩ ሥልጣናቸውን ከለቀቁ ከሳምንት በኋላ ነው ይህ ጥገኝነት ጠያቂዎችን በሌላ አገር የማቆየት ሃሳብ እንደ አውሮፓውያኑ በ2022 በቀድሞው የዩኬ ጠቅላይ ሚኒስትር ቦሪስ ጆንሰን ይፋ የተደረገ ነው በዚህ መሠረትም የተወሰኑ ጥገኝነት ጠያቂዎች ጉዳያቸው እስከሚታይ ድረስ በሩዋንዳ የሚቆዩ ሲሆን በጀልባ ድንበሮችን አቋርጠው የሚመጡ ስደተኞችን ለመከላከል ትኩረት ያደረገ ነው ሆኖም ይህ ዕቅድ በተደጋጋሚ በተነሱበት የሕግ ጥያቄዎች ምክንያት ተግባራዊነቱ የዘገየ ሲሆን አንድም ጥገኝነት ጠያቂ እስካሁን ከዩኬ ወደ ሩዋንዳ አልተላከም በሁለቱ አገራት መካከል በተደረሰው ስምምነት መሠረትም እስካሁን ድረስ የዩኬ መንግሥት ለዚህ ዕቅድ ቢያንስ 140 ሚሊዮን ፓውንድ ወጪ ማድረጉ ተገልጿል ሰር ማቲው ቀደም ብለው ክፍያውን በተመለከቱ ያሉ አዳዲስ ጉዳዮችን እንዲያብራሩ ቢጠየቁም ሚኒስትሮች ዓመታዊ ወጪውን ይፋ ያደርጋሉ በማለት መረጃ ለመስጠት ፍቃደኛ ሳይሆኑ ቀርተዋል
0, የአሜሪካ ምክር ቤት ሪፐብሊካኖች ለዩክሬን እና ለእስራኤል የታቀደውን እርዳታ አገዱ የአሜሪካ የህግ መወሰኛ ምክር ቤት ሴኔት የሪፐብሊካን ፓርቲ አባላት የሀገራችን ድንበር ጸጥታ አልተጠበቀም በሚል በምላሹ ለዩክሬን እርዳታ ለመሰጠት የቀረበውን ረቂቅ አግደውታል አባላቱ ለዩክሬንና ለእስራኤል ጋዛ እርዳታ የታቀደውን በድምሩ 110 ሚሊዮን ዶላር እርዳታ ነው ያገዱት ሪፐብሊካኖች ለዩክሬን የሚሰጠው ማንኛውም እርዳታ ከአሜሪካ የስደተኝነትና ጥገኝነት ጥያቄ ማሻሻያዎች ጋር እንዲያያዝ ጥብቅ ፍላጎት አላቸው የባይደን ጽህፈት ቤት ኋይት ሃውስ አሜሪካ ለዩክሬን የምታቀርበው እርዳታ በቅርቡ እንደሚሟጠጥ ገልጿል የአሜሪካ የህግ መወሰኛ ምክር ቤት ሴኔት አባላት ለመጽደቅ 60 ድምጽ የሚያስፈልገውን ረቂቅ የእርዳታ ሰነድ 51 ለ 49 በሆነ ድምጽ ውድቅ አድርጎታል ይህ ውሳኔ ለዩክሬን ወደፊት የሚቀርብ እርዳታ መኖሩ ላይ ጥያቄ ያስነሳ ሲሆን ለክረምት እረፍት አንድ ቀን ወደ የቀረው የአሜሪካ ምክር ቤት ኮንግረስ ተመልሶ ይላካልበሴኔቱ የሚገኙ ሁሉም የሪፐብሊካን አባላትና ገለልተኛ የምክር ቤት አባላት የሆኑት በርኒ ሳንደርስ የእርዳታ ዕቅዱን በመቃወም እጅ አንስተዋል በርኒ ሳንደርስ ቀደም ብለው የዩክሬን እና እስራኤል እርዳታ ላይ ጥያቄ እንዳለቸው ገልጸው ነበር የቀኝ አክራሪ ለሆነው የኔታኒያሁ መንግስት አሁን የያዘውን የጦርነት መንገድ እንዲቀጥል ከ10 በሊዮን ዶላር የዘለለ እርዳታ ማቅረብ አለብን ብዬ አላምንም ሲሉ ተደምጠዋል የምክር ቤት አባሉ የኔታኒያሁ የአሁኑ የጦርነት አካሄድ በሺ የሚቆጠሩ ሲቪል ሰዎችን ለሞት ዳርጓል ብለዋልለረጀም ጊዜ ኔታኒያሁን በመቸት የሚታወቁት እኚሁ የምክር ቤት አባል የእስራኤል መንግሥት የሚያደርገው ነገር ያልተገባና ዓለም አቀፍ መርኾችን የጣሰ ነው ያሉ ሲሆን ሀገራቸው አሜሪካ ይህንን መደገፍ እንደሌለባትም ተናግረዋል
1, የአሜሪካ ምክር ቤት  ለዩክሬን እና ለእስራኤል የታሰበውን እርዳታ አገዱ የአሜሪካ የህግ መወሰኛ ምክር ቤት ሴኔት የሪፐብሊካን ፓርቲ አባላት የሀገራችን ድንበር ጸጥታ አልተጠበቀም በሚል በምላሹ ለዩክሬን እርዳታ ለመሰጠት የቀረበውን ረቂቅ አግደውታል አባላቱ ለዩክሬንና ለእስራኤል ጋዛ እርዳታ የታቀደውን በድምሩ 110 ሚሊዮን ዶላር እርዳታ ነው ያገዱት ሪፐብሊካኖች ለዩክሬን የሚሰጠው ማንኛውም  አይነት እርዳታ ከአሜሪካ የስደተኝነትና ጥገኝነት ጥያቄ ማሻሻያዎች ጋር እንዲያያዝ ሃይለኛ ፍላጎት አላቸው የባይደን ጽህፈት ቤት ኋይት ሃውስ አሜሪካ ለዩክሬን የምጸተውን እርዳታ በቅርቡ እንደሚሟጠጥ ገልጿል የአሜሪካ የህግ መወሰኛ ምክር ቤት ሴኔት አባላት ለመጽደቅ 60 ድምጽ የሚያስፈልገውን ረቂቅ የእርዳታ ሰነድ 51 ለ 49 በሆነ ድምጽ ውድቅ አድርጎታል ይህ ውሳኔ ለዩክሬን ወደፊት የሚቀርብ እርዳታ መኖሩ ላይ ጥያቄ የሚያስነሳ ሲሆን ለክረምት እረፍት አንድ ቀን ወደ የቀረው የአሜሪካ ምክር ቤት ኮንግረስ ተመልሶ ይላካል በሴኔቱ የሚገኙ ሁሉም የሪፐብሊካን አባላትና ገለልተኛ የምክር ቤት አባላት የሆኑት በርኒ ሳንደርስ የእርዳታ ዕቅዱን በመቃወም እጅ አንስተዋል በርኒ ሳንደርስ ቀደም ብለው የዩክሬን እና እስራኤል እርዳታ ላይ ጥያቄ እንዳለቸው ገልጸው ነበር የቀኝ አክራሪ ለሆነው የኔታኒያሁ መንግስት አሁን የያዘውን የጦርነት መንገድ እንዲቀጥል ከ10 በሊዮን ዶላር የዘለለ እርዳታ ማቅረብ አለብን ብዬ አላምንም ሲሉ ተደምጠዋል የምክር ቤት አባሉ የኔታኒያሁ የአሁኑ የጦርነት አካሄድ በሺ የሚቆጠሩ ሲቪል ሰዎችን ለሞት ዳርጓል ብለዋልለረጀም ጊዜ ኔታኒያሁን በመቸት የሚታወቁት እኚሁ የምክር ቤት አባል የእስራኤል መንግሥት የሚያደርገው ነገር ያልተገባና ዓለም አቀፍ መርኾችን የጣሰ ነው ያሉ ሲሆን ሀገራቸው አሜሪካ ይህንን መደገፍ እንደሌለባትም ተናግረዋል
0 ,የተጣላ ሳይታረቅ የማይከበረው አዲስ ዓመት - ድሽታ ግና በመላው አገሪቱ የሚከበረው የኢትዮጵያ ይፋዊ አዲስ ዓመት መስከረም 1/2016 ዓ.ም. ተጀምሮ ሦስተኛ ወሩን አገባዷል ይሁን እንጂ በኢትዮጵያ ውስጥ ያሉ የተለያዩ ማኅበረሰቦች የራሳቸው የሆነ የአዲስ ዓመት አከባበር እና ባሕላዊ ሥነ ሥርዓቶች አሏቸው በአብዛኛው የኢትዮጵያ ክፍል ውስጥ የመስከረም ወር የዓመቱ መጀመሪያ ሲሆን በደቡብ ኢትዮጵያ ክልል የሚገኙት አሪዎች ደግሞ መስከረም ወይንም ታማ 10ኛ ወራቸው ነው እነርሱ በአራተኛው ወር በታኅሣሥ 1/2016 ዓ.ም. አዲስ ዓመታቸውን አንድ ብለው ይጀምራሉ ለአሪዎች የዓመቱ መጀመሪያ ወር ሎንጋ ይሰኛል ታኅሣሥ እንደ ማለት ነው አቆጣጠሩ የጨረቃን ዑደት የተከተለ ነውየአሪ የአገር ሽማግሌው አቶ ዳኜ ገብሬ እንዲሁም የዞኑ የኮሙኑኬሽን ኃላፊ አቶ ታምራት አሪዎች 12 ወራት ብቻ እንዳሏቸው ይናገራሉ የአሪ ብሔረሰብ ቀን የሚቆጥረው ጨረቃ ከታየችበት ዕለት ጀምሮ እስክትጠልቅ ያለው ዕለት በመሆኑ በይፋዊው የኢትዮጵያ ቀን መቁጠሪያ ላይ የምትገኘው13ኛዋ ወር ጳጉሜ ስሌት ውስጥ አትገባምአቶ ታምራት ተስፋዬ የአሪ ዞን የመንግሥት ኮሙኑኬሽን መምሪያ ኃላፊ ድሽታ ግና አዲስ ዓመት አስቸጋሪው የክረምት ወቅት አልፎየተዘራው እህል ደርሶ ጎረቤት እና ቤተዘመድ ተጠራርቶ የሚበላበት ባቢዎችና ጎድሚዎች ባላባቶች እና የባህል ሥርዓት መሪዎች እህል ቀምሰው ከስር ላለው ማኅበረሰብ ከይስዎች የሚያደርሱበት በዓል ነው ይላሉ ለአገር ሽማግሌው አቶ ዳኜም ያለው ለሌለው አካፍሎ የሚበላበት የአሪዎች አዲስ ዓመት ድሽታ ግና ነው የአሪ ብሔረሰብ ከዚህ ቀደም በደቡብ ብሔር ብሔረሰቦች እና ሕዝቦች ክልል ደቡብ ኦሞ በሚባለው ዞን ውስጥ ነበር የሚገኘው አሁን ደግሞ አዲስ በተዋቀረው በደቡብ ኢትዮጵያ ክልል ስር ተደራጅቷል በአሪ ዞን ውስጥ አራት ወረዳ እና ሁለት የከተማ አስተዳደር አለ አራቱ ወረዳዎች ሰሜን አሪ ዎባ አሪ ደቡብ አሪ ባካ ደውላ የሚባሉ ሲሆን ጂንካ እና ገሊላ ከተማ ደግሞ የከተማ አስተዳደሮች ናቸው
