label,PostContent
0,የስልጤ ሙስሊሞች ከኦሮሞ እንቆማለን ኦሮሞ በታሪክ ስልጤንእኮ አይወዱም ሊሰርቁነው ነውየሚሉት
0,ኢትዮጵያ ኦርቶዶክሱን ሙስሊሙን ፕሮቴስታንቱን ኦሮሞውን አማራውን ትግሬውን ብሄረሰቦች ነገሮቾን ያየዘች የስጦታ ካርቶናችን በውስጧ ልጆቸን ሁሌም መስኪድ ደጃፍ ቆሻሻ ተጥሎ ቢያገኙ ሊያነሱ እንደሚገባ አስተምራለሁ ወንድሞቻቸው የሚሰግዱበት ሙስሊሙም የቤተክርስትያን ቆሽሾ ቢያይ ወንድሞቸ የሚያመልኩበት ሊያጸዳ ለምሳሌ መስኪድ የምገባበት አጋጣሚ ጫማየን አውልቄ አስፈላጊ ካልሲየንም አውልቄ የመግባት ግደታ አለበኝ የእስልምናን ማክበር አለብኝ ሙስሊሙም ቤተክርስትያኔ ሲመጣ ጫማውን አውልቆ የቤተክርስትያኗ ስረአት መግባት አለበት ባለቤቴ አይነ ስውር እኔን ከማግባት ወደኋላ አላለችም መጋቢ ሃድስ እሸቱ
0,ሰበር የሱዳን ሏላዊ ምክርቤት ምክትል መንበር በሆኑት ጀነራል መሃመድ ሃምዳን ደግሉን የተመራው የሱዳን ልኡካን ቡድን አስመራ ገብቷል ከሁለት ቀናት በኤርትራ ጉዳይ ሚንስትር እስማን ሳልህ የሚመራውን የኤርትራ ልኡክ ቡድን ካርቱም ገብቶ በሁለቱ ሃገራት ግንኝነትና በቀጠናዊ ጉዳዮች ውይይት እንደተመለሰ የሚታወስ አስመራ የገባው የሱዳን ልኡክ ቡድን ፕሬዝዳንት ኢሳይያስ አፈወርቂ በጽህፈት ቤታቸው አግኝተው ስለሁለቱ ሃገራትና ቀጠናዊ ጉዳዮች ወቅታዊ ውይይት
0,ሰበር የግል ጠባቂወችና ሃይል ተደምስሷል ከመቅሌ ርቀት የምትግኝ ትንሽ ተራራማ ከተማ ስዩም መስፍንና የህወሃት ጁንታወች አሉበት የተጠቆመው ተራራማ ዋሻና ገደላማ የመከላክያ ሰራዊት ማምሻውን በወሰድው እርምጃ የህወሃት ባለስልጣናት ታማኝ የግል ጠባቂወችና የተወሰኑ የህወሃት ሃይል አባላት ተደምስሰዋል በተራራማና ገደላማ ስዩም መስፍንን በስም ያልተጠቀሱ የህወሃት ሽማግሌ ባለስልጣናት አሉበት በተደርገው ጥቃት ጁንታወቹ በህይወት ይኑሩ ይሙቱ የታወቀ ባይኖርም የታጠቀው የጥፋት ሃይል ተደምስሷል ተከታታዮች ቻናሌን ሊንክ ይቀላቀሉ
0,ኦሮሞወች ጎጃም ነገስታት ሊሆኑ በጎጃም የአማራ ብሄረሰቦች የሚባሉት የኩሽ እየተባለ የሚጠራው ትልቁ ብሄረሰብ አገው ሃገሁ ኦሮሞ በኦሮሞ ሃገሁ ይብቃ በጎጃም በኦሮሞ ቋንቋ የሚጠሩ የብሄረሰቦች የቦታ የቀበሌ የወረዳ የአውራጃ የተራራናየወንዝ ስሞች ጎጃም በእርግጥ የኦሮሞ ሃገር ነበረች የኦሮሞ መሳፍንቶችና ነገስታቶች ጎጃምን ሲገዙ የኖሩት የሆሮጉዱሩ የኡሙሩ አቢዶ አቤቤን ወለደ አቤቤ ሳደቃን ወለደ ሰደቃ ታላቁ ሃይሉን ወለደ ሃይሉ የጎጃም ንጉሳዊ አገዛዝ ስርወ መንግስትን መሰረተ ሃይሉ ደጃዝማች ጎሹን ወለደ ደጃዝማች አዳል ተክለ ሃይማኖትን ወለደ ኦሮሞወች ጎጃምን የራሳቸው ንጉሶቻቸው ሊሆኑ የኩሽ ሃገው የኦሮሞ ጎጃም በሃይለ ስላሴ ምድር ይጠራል ሃጋሁ ተለወጠ ኦሮሞሃገሁ ይብቃ ኦሮሞን በደሙ ይጠላ የነበረው አለቃ አጽመ ጊዮርጊስ በፃፈው ታሪክ ጎጃም የኦሮሞ መሳፍንቶች ሃገር መሆኗን ጭሞር አረጋግጧል ታቦር ጓንጉል ትልቁ የጎጃም ንጉስ ያስተዳድር ቀኛዝማች ጉግሳ ኮርሚ የጎጃምና የጎንደር ንጉስ ያሰተዳድር ጉግሳ ኮርሚ ማሪየ አሰቴር ሂሩትና ኢማምን ወለደ ኢማም የአባቱን ግዛቶች ተረክቦ ጎጃምን ሲያስተዳድር ከኢማም ቀጥሎ ማሪየ የአባቱን ግዛት አስተዳደረ የአክሱም ትግሬ ወግቶ በማሸነፍ ትግራይን ሲያስተዳድር ማስረጃው የጎጃም መሰረት የሆነው ሃገሁ አገው የኦሮሞ
0,እናት ኢትዮጵያ በአንድነት በሚያምኑ በልጆቿ ነፃ ትወጣለች
0,ፍጹም ማች አያደርግም
0,የሰሞኑ አጀንዳ ልሆን የሃሰት መረጃ እየፈበረኩ ኦሮሞ ፕሮፖጋንዳ በመንዛት አመጽ ለመቀስቀስ መሞከር ወንጀል ተምሮ ይወጣል
0,አይጥ ምስክር ድንቢጥ ይላል የሃገሬ ሰው ልደቱን አትንኩብን ጀግናችን የሚሉ አሉ የተነካነው ነን ምን ጓደኛን ወገንናችንን ያጣነው የምናውቀው እኛው ነን ጎበዝ የሆነ መጥቶ ከልደቱ ይከራከር የሚል ወገንም አለ ማውራት እኮ ጊዜ ከሰጠው ማንም ያወራል ተግባር ሞራል እምነት እውነታ ያለው ሰው የምንፈልገው እራሱን ሳይሆን ሃገር የሚጠቅም
0,በባህርዳር ከተማ የሚገኘው የሰማእታት መታሰቢያ ሃውልት እንድፈርስ የአማራ ክልል ባንድራ ሰንደቅ አላማ እንድቀየር ተወሰነ አሻራ ታህሳስ ባህርዳር በአማራ ክልል ርእሰ መድና ባህርዳር ከተማ በተለምዶው አባይ የሚገኘው የሰማእታት ሃውልት እንድፈርስ የክልሉን ባንድራ እንደሚቀይር የአማራ ክልል መንግስት መወሰኑን የአሻራ ምንጮች ከውሳኔው አሻራ ያነጋገራቸው የባህር ከተማ ነዋሪወ እንደገለጹት የሰማእታት ሃውልት ለአመታት በከተማዋ ይቁም የአማራን የማይወክል ይባሱኑም የተንበርካኪነት ምልክት የሚመስለው የከልሉ ባንድራም የህወሃት የበላይነት በነበረበት ከህወሃት የተበረከተ የህዝቦችን ፍላጎት ያካተተ የአማራ ጠላት ህወሃት መገለጫወች እንድወገዱ በመደረጉም የክልሉ መንግስት ከህዝቡ መደማመጥ እየጀመረ ያሳያል በእንድህ ሰአት አባይ የሰማእታት ሃውልት በመፍረስ እንዳለም ለማወቅ ችለናል ዘወትር አዳድስ መረጃ እንድደርስወ በመጫን ይቀላቀሉን ዩትዩብ ላይክ ሰብስክራይብ ያድርጉን
0,መምህር የኦሮሚያ ቤተክህነት የሚል ፔጅ ብጹእ አባታችንን ኦሮሞ ምን መሬት አለውና የኦሮሞ ቤተ ክህነት የሚመሰርተው ብለዋል የሚል በኦሮሚኛ ጽፎለጥፎ አንብቢያለሁ ኮሜንቶቹን አንብቤ ብዙ ይምጣ የሚል አንብቤያለሁ አባታችን ለጊዜው ወደዛ ባይሄዱ ጥሩ
0,ፊንፊኔ ኬኛ ሲል የዋለው ዘላን ጋላ ማምሻውን በአድስ አበባ ፋኖወች ቀምሷል ትእግስትን ፍርሃት የቆጠረው ጋላ በመጨረሻም የዘራውን እያጨደ
0,የዩናይትድ ስቴትስ የአፍሪካ ቀንድ ልዩ ልኡክ ማይክ ሃመር ታሃሳስ 6 ቀን 2016 አም ጅቡቲ ካታር ኢትዮጵያ ለሚኖራቸው ጉብኝት ምስራቅ አፍሪካ ይጓዛሉ ማይክ ሃመር በጅቡቲ በሚኖራቸው ቆይታ የምስራቅ አፍሪካ በይነ መንግስታት ባለስልጣናትን 41ኛ ልዩ የመሪወች ጉባኤ የሚሳተፉ ሲሆን ከጉባኤው ጎን ለጎንም ከጅቡቲ ከሱዳን መንግስታት ባለስልጣናት ጋራም ይገናኛሉ በአፍሪካ ቀንድ የአሜሪካ ልዩ ልኡክ ማይክ ሃመር በጅቡቲ በሚኖራቸው ቆይታ የሱዳንን ግጭት በቀጣናዊ አለም አቀፍ ጥረቶች ለማስቆም በሱዳን ደሞክራሲያዊ ሽግግር እንድሳካ ለማበረታታት ያልተገደበ ሰብአዊ አቅርቦት እንድሳለጥና ለግጭቱ ተጎጅወች ተጠያቂነት ፍትህ እንድረጋገጥ ግፊት እንደሚያደርጉ የዩናይትድ ስቴትስ የውጭ ጉዳይ ሚኒስቴር መግለጫ አስታውቋል ልዩ ልኡኩ በካታር በሚኖራቸው ቆይታም የዶሃ ፎረም እንደሚሳተፉ ሲገለጽ በሌላ ደግሞ ከካታር ባለስልጣናት ጋራ በሱዳን ስላለው ግጭት የአፍሪካ ቀንድ ሰላምን አስመልክቶ በሚደረጉ ቀጣናዊ አለም አቀፋዊ ጥረቶች ይወያያሉ ተብሏል በኢትዮጵያም ከአፍሪካ ሃብረት ባለስልጣናት ጋራ የመገናኘት እቅድ ያላቸው ልዩ ልኡኩ በሱዳንና በአጠቃላይ የቀጣናው አንገብጋቢ ጉዳዮች እንደሚወያዩ ይጠበቃል በተጨማሪም የኢትዮጵያ ባለስልጣናት የፕሪቶርያውን ዘላቂ የተኩስ አቁም ስምምነት አፈፃጸምን እንድቀጥሉ የትጥቅ መፍታት ማዋሃድ መልሶ ማቋቋም እንድሁም የሽግግር ፍትህ ተጠያቂነት ሂደቶች መሻሻል እንድያደርጉ ያሳስባሉ ተብሏል አምባሳደር ማይክ ሃመር በአማራ በኦሮሚያ ክልሎች ውስጥ እየተካሄዱ ያሉ ግጭቶች በውይይት እንድፈቱ በግጭቱ ተሳታፊ የሆኑ ኹሉም አካላት ለሲቪሎች ደሃንነት እንድጨነቁ ከጥላቻ ንግግሮች እንድታቀቡና ሰብአዊ መብቶችን እንድያከብሩ አሳስበዋል
0,ከህውሃት አድስአለም ባሌማ ኬሪያ ኢብራሂም በፖሊስ ቁጥጥር ቃላቸውን እየሰጡ አምባሳደር ሬድዋን ሁሴን ትላንት ለውጭ ሚድያወች አስታወቁ ስለነበሩበት መረጃ እንድያገኝ እንደሚደረገ
0,ለመላው በቤልጀምና አካባቢው ለምትገኙ የኢትዮጵያውያን በሙሉ በአሽባሪው የወያኔ ኢሃደግ የግፍ አገዛዝ የወገኖቻችን ደም ሲፈስ ላንገበገባችሁ ኢትዮጵያውያን የቀረበ የሰላማዊ
0,ሌላው የቤተክርስትያንን ችግር ለዚ ውጥንቅጥ ያበቋት አክራሪ በሰው ጥላቻ በዘረኝነት የበከቱ አክራሪ የክልላችን አማራ ኦርቶዶክሶች እሄ መታወቅ አለበት
0,አንተ ነፍጠኛ ጫነብኝ ስትል የነፍጠኛው ወንዝ ተሻግሯል ጎንደር ኢትዮጵያ
0,እየሱስ አህያ ጋላቢ ያለዳነው እየሱስ ሂሳብ ሌሎች ስወችን የሚያድነው
0,አይበገሬው የኳስ ነፍጠኛ ድየጎ አርማንዶ ማራዶና አመቱ አለፈ አማራ የእንስሳት ሞትን ያዝናል አማራ ባለማወቅ ተሳስቶ በእንስሳ ካገኘ ይጸጸታል ባለማወቅ ከስህተት አያድንም በጾም ይቀጣል ለአማራ ማረድ የበታችነት ሽንፈት አማራ ለፊት እጣህን ይወሰናል ወንድነት ለፊት ይሄው አማራ በሽወች በአሰቃቂ ታረዱ እፍረተ ስጋቸው ተቆረጠ እየሆንን ለውጭ ላረፈ እናዝናለን እንጽፋለን አማራ በቀል አይጠቅምም ከጠቀመ አማራ ደረጃ ከደረሰ ትላላችሁ አማራ ዘግናኝ ድርጊት ከቀጠለ አማራ በቀል የሚያደርግበት እሩቅ ጥበበኛው የኳስ ነፍጠኛ ድየጎ ማራዶና ነብስ ይማር
0,አየሽ አገር ከንቱ ፍረጃ አለ አማኝ አክራሪ ሙስሊሙ አሸባሪ ጉራጌ ቋጣሪ ትግሬ ወያኔ ወጣቱ ወመኔ አማራው ነፍጠኛ ደርግ ግፈኛ እያስባለ ቁልቁል የሚነዳን ጭፍን ጥላቻ አለ ዮናስ አንገሶም
0,ኦርቶማራ ጊዜው ሚሊዩን ሙስሊም ከኢትዩጽያ ብሄር ብሄረሰቦች እየተጣላችሁ ልትኖሩ አስተሳሰባችሁ የጋርዩሽ የቆመው ተንቀሳቀሱ አለም ጥሏችሁ ሂዷል
0,ሰበር ሃይሎች ጠቅላይ ኢታማዦር ጀነራል ብርሃኑ ጀግናው የኢትዮጵያ ሰራዊት መቀሌን መቆጣጠሩን አረጋግጠዋል
0,ኦሮሞ ባጠቃላይ ከብት የምናዝነው ለተገደሉት ድኩላወች ሳይሆን በቁሙ ለሞተው ጋላ
0,የረፈደ አማራ በአማራ የመመራት የፓለቲካ ስልጣንን ተቆጣጥሮ የአማራን ህልውና ለመታደግ ከጸረ ብአደን ንቅናቄ አዋጭ የትግል መስመር የብአደን ተከፋይ ባንዳንና የደነቆረ መንጋን አስተያየት አናስተናግድም
0,በአውደ ውግያ ሲትሽመደመዱ ሰበር ታበዛላችሁ የናንተን የሚቀበል በፍንጢጣው የሚያስብ ደነዝ የሞራል ግምባታ ፕሮፖጋንዳም ሳይኮሎጅአዊ ጦርነት ገደብ በአውደ ውግያ ሲትሽመደመዱ ሰበር ታበዛላችሁ የናንተን የሚቀበል በፍንጢጣው የሚያስብ ደነዝ የሞራል ግምባታ ፕሮፖጋንዳም ሳይኮሎጅአዊ ጦርነት ገደብ
0,የአድስ አበባ የመከላከያ ሰራዊቱ ይመሳሰላሉ ጀነራል ብርሃኑ ትናንት ከተናገሩት ጀነራል የተናገሩት በቴሌግራም የመከላከያ ሰራዊት አቅጣጫው የቴሌግራም ቻናል ቤተሰብ ይሁኑ
0,ሰበር አዳነች አቤቤ የአድስ አበባ ከተማ ምክትል ከንቲባ የአድስ አበባ አስቸኳይ ስብሰባ አዳነች አቤቤን ምክትል ከንቲባ ሾሟል ለሁለት አመት የአድስ አበባ ምክትል ከንቲባ ሆነው ሲያገለግሉ የነበሩትን ኢንጅነር ታከለ ኡማን ተክተው አዳነች የከተማዋ ምክትል ከንቲባ ሹመቱን በእጩነት ያቀረቡት የብልጽግና ፖርቲ አስፈፃሚ ተስፋየ በልጅጌ የቀረበውን ሹመት ለምክር አባላት ቀርቦ የምክር አባላት አጽድቆል
0,ዳኔል ጥብቅናህ ባልከፋ ጥብቅናህ በሰባዊነት ሳይሆን በወያኔነት ስለሆነ ወያኔወች ማይክራፎኖቻቸው ሲታሰሩ አንተም የጠብቅና ማይክህን የምታነሳው ሰው ከሆንክ ስለሰው ተሟገት
0,አህያ ለአህያ ቢራገጥ ጥርስ አይሳበርም እንደዚሁ የአማራ ብልጽግና የኦሮሚያ ብልጽግና
0,ሰበር ሰአት በአባቶቻችን ጉታራ የእነ ተስፋየ ይገዙ ቡድን የዞን መምሪያወች ማናጅመንት አካላትን ሰብስበው እያወያዩ ሰራተኛው ከህዝቡ ይወግናል ወይንስ ከህገ ቡድን አብረን የምናየው ወላይታ ብሄራዊ ክልላዊ መንግስትሰበር ሰአት በአባቶቻችን ጉታራ የእነ ተስፋየ ይገዙ ቡድን የዞን መምሪያወች ማናጅመንት አካላትን ሰብስበው እያወያዩ ሰራተኛው ከህዝቡ ይወግናል ወይንስ ከህገ ቡድን አብረን የምናየው ወላይታ ብሄራዊ ክልላዊ መንግስት
0,አድስ መረጃ ጌታቸው ረዳን የጁንታው ቡድን መሪወች የሚጠቀሙባቸውና በአሻራ የሚከፈቱትን ተሽከርካሪወች ተያዙ ጽንፈኛው ቡድን የመንገድ መሰረተ ልማት በሌለበት ከማይጨው ሜትር በምትገኘው ወረዳ የመንግስት የግል ተሽከርካሪወችን ለመደበቅ ያደረገው ሙከራም መክሸፉን ኮሎኔል ደጀኔ የተናገሩት ተሽከርካሪወቹን ከጽንፈኛው ቡድን ሃይሎች አስጥሎ በቁጥጥር ያዋለው ሰራዊቱ ፍተሻ በተሽከርካሪወቹ መታወቂያ ፓስፖርቶች ተገኝተዋል ሰነዶቻቸውን ጥለው ከሸሹት የቀድሞው የመቐለ ዩኒቨርሲቲ ፕሬዚዳንት ፕሮፌሰር ክንደያ ገብረህይወት የማይጨው አስተዳዳሪ ሃፍቱ ኪሮስ ሌሎች የወረዳ አመራር ሰነድ ይገኝበታል በመከላከያ ሰራዊቱ ከተያዙት ተሽከርካሪወች ስድስቱ በአሻራ የሚከፈቱ ዘመናዊ ተሽከርካሪወች አራቱ ለኮሮና ወረርሽኝ መከላከል ከፌደራል መንግስቱ ለትግራይ ክልል የተበረከቱ አምቡላንሶች ይገኙበታል ጽንፈኛው ቡድን ሲጠቀምባቸው የጭነት ተሽከርካሪወች ቦቴወችንም ሰራዊቱ ማይጨው ከተማ እንድገቡ በአሻራ የሚከፈቱትን ተሽከርካሪወችም ከሞኤንኮ በመነጋገር ከአካባቢው ለማንሳትና ፍተሻ እየተሰራ አውስተዋል
0,ከቻግኒ ግልገል በለስ በመጓዝ ያለን ተሽከርካሪ የጉምዝ ታጣቂወች ባደረሱት ጥቃት አንድን ቆራርጠው በመግደል የውስጥ እቃውን አውጥተው በመውሰድ ሰወችን ማቁሰላቸውን መግለፃችን ቀደም ገልጸናል ጉዳት ደርሶባቸው ሆስፒታል ለህክምና ከሄዱት አንደኛው ሆስፒታል እንደደረሰ ህይወቱ ያለፈ ሁለተኛዋ ቁስለኛ ህክምና እየተደረገላት መረጃ ደርሶናል ክልሉ በኮማንድ ፖስት እየተመራ በአማራወች የሚደርሰው ግድያ እንደቀጠለ
0,ስላም ስላም ሃላል መሬት ቅጽአተይ ወድአ ተመሊስ አለኩ
0,የቢቢሲው ጋዜጠኛ ሞውሊድ አብድ ኤርትራ አስመራ ከተማ ምሽቱን ሚሳኤል መመታቷን ጋዜጠኛው የኢንፎርሜሽን ሚኒስቴር አስመራ ኤርፖርቱ አቅራቢ ጥቃት ሳይደርስ እንዳልቀረ ጽፏል ኤርትራን አስመልክተው የሚዘግቡ ሚድያወችም አስመራ ፍንዳታ መሰማቱ በሃላም ተደጋጋሚ የተኩስ ድምጽ ዘግበዋል የኤርትራ መንግስት ይፋዊ መረጃ አልሰጠም መለከት
0,በታዋቂው አርቲስት ሃጫሉ ሁንደሳ የላይ ጋይንት ወረዳ አስተዳደር በሆኑት በአቶ ታረቀኝ ዮሴፍ ግድያ የተሰማንን ሃዘን እየገለጽን መንግስት እነዚህንና የወንጀል ግድያወችን የፈጸሙትን አካላት በአፋጣኝ ለፍርድ እንድያቀርብ እንጠይቃለን ማሃበረሰቡም አስፈላጊውን መረጃ ለመንግስት በማቀበል ወንጀለኞችን በማጋለጥ ሂደት ትብብር እንድያደርግና ከማንኛውም ጥፋቶች እንድያርቅ በአጸንኦት እናሳስባለን
0,የሱዳን መንግስት ከኢትዮጵያ በሚዋሰንበት ምስራቃዊ ድንበሩ ሱዳን ግዛት በኢትዮጵያ ሚሊሽያ አባላት የደፈጣ ጥቃት እንደተፈጸመበት በደፈጣ ጥቃቱ የሰወች ህይወት ማለፉን በንብረት ጉዳት መድረሱንም የሱዳን ጠቅላይ ሚኒስቴር አብደላህ ሃምዶክ አሰወታውቀዋል ከኢትዮጵያ መንግስት የተባለ
0,ከታች በምስሉ የሚታየው ሹፌር ወሲፕ ይባላል የድባጢ ወረዳ ብልጽግና ሃላፊ ንጹሃን ዜጎችንና የመከላከያ ሰራዊት እንድገደሉ ያደረገ በቁጥጥር ውሏል
0,ዳንጉር ወረዳ ሰባት በጉምዝ ተገደሉ ዋይታ ማንቡክ ነግሶ ውሏል ዳንጉር ወረዳ ሰባት በጉምዝ ተገደሉ ዋይታ ማንቡክ ነግሶ ውሏል
0,በረከታቸው በሁላችን ይደር
0,አሜሪካ አምባገነንነትሽን አቁሚ
0,ያሳዝናል በምስራቅ ጎጃም በደረሰ አደጋ የአንድ ቤተሰብ አባላት ህይወታቸው ማለፉን የዞኑ ፖሊስ ተሽከርካሪው አድስ አበባ እየሄደ
0,የሚሻለውን አውቆታል ምርጫው በተቀመጠለት የግዜ ሰሌዳ ይካሄድ
0,አሜን መድኔ አሜን መተታሞች አማሮች የመድን እርግማን ይድረስባችሁ ምነው ተቃጠላችሁ ልዩነት አያችሁ
0,ሰውየው አሉ በሬውን አደልቦ በሩ ካሰረ ከጉረቤት ከዘመድ አዝማድና ከአላፊ አግዳሚው በሬየን ስሸጥ እከፍላቸዋለሁ እያለ ተበድሮ በልቶበታል እናም በሬውን ሲወጣ ሲገባ እያየ አንተ በሬ ያለህ መስሎሃል ተበልተህ አልቀሃል ይላል አሲዳሟ ወያኔም መቀሌ ተቀምጣ ውስኪዋን እየጨለጠች አንች ሃገር ያለሽ መስሎሻል ማለቷ አይቀርም እነሱም ከዚህች ደሃ ሃገርላይ ያላትን ሳይሆን ተበድረውባት የጋጡትን ብር ሳይበሉ እንጦሮጦስ የሚወርዱበት ጊዜ ሩቅ
0,ኮሌኔል አብይ አሃመድ ግልገል በለስ ለመጓዝ እቅድ መያዙ ታውቋል የመተከልን በአካል አግኝቶ ካላወያየና በሚፈልገው በአማራ ክልል እንድተዳደሩ ድምፃቸውን ማዳመጥ ካልቻለ ጉዞው ፋይዳ አሻሃዳሊ ሃሰን በግልገል በለስ ለሚካሄደው ህዝባዊ ውይይት ምርጥ ቃሌጤወችን እየቸራቸው መረጃወች እየወጡ የመተከልን ሰቆቃ ለመሸፈን
0,ካልቻላችሁ የእናንተ ታሪክ ያበቃና ይቀጥላል አድስ አበባ መስከረም
